Id,Rooms,Type,Price,Method,SellerG,Distance,Postcode,Bathroom,Car,Landsize,BuildingArea,YearBuilt,CouncilArea,Longtitude,Regionname,Propertycount
4660,2,0,850000,4,239,5.1,3011,1,1,152,91.0,1910,16,144.8928,6,2417
3097,2,2,840000,1,19,3.3,3141,2,1,0,92.0,2002,26,144.9966,5,14887
3503,2,2,620000,1,106,1.9,3003,1,1,0,83.0,2002,18,144.952,2,2230
483,2,2,655000,1,260,13.9,3165,1,1,154,80.0,2000,8,145.0685,5,10969
2860,4,0,885000,1,196,11.2,3073,2,2,508,141.0,1950,6,145.0047,2,21650
3257,2,1,410000,3,16,12.6,3020,2,2,204,85.0,2008,3,144.82299999999998,6,3755
5502,4,1,1175000,1,161,15.4,3131,3,2,289,170.0,2011,28,145.17678,0,4973
2003,4,0,2265000,1,106,5.6,3101,1,1,650,242.0,1930,2,145.02200000000002,5,10331
6547,2,0,805000,3,193,11.2,3046,1,4,712,82.0,1970,-1,144.93489,2,8870
2613,2,2,1610000,1,111,3.8,3207,2,2,0,104.0,2007,25,144.9257,5,8648
5415,4,0,647000,1,90,34.9,3201,2,4,688,204.0,2002,7,145.17061999999999,4,8060
3759,3,2,735000,1,161,7.5,3123,1,1,0,95.0,1970,2,145.0505,5,6482
6190,3,0,635000,1,16,16.5,3049,2,1,691,177.0,1975,11,144.88468,2,2474
339,3,0,1450000,4,106,9.2,3104,1,2,665,124.0,1950,2,145.0781,5,7809
13,2,2,500000,1,49,2.5,3067,1,1,0,60.0,1970,31,144.9972,2,4019
2058,2,2,349000,0,260,9.2,3012,1,1,0,69.0,2011,16,144.8729,6,3873
1564,4,0,1700000,0,73,9.2,3146,3,1,650,266.0,1946,2,145.078,5,10412
3020,3,0,1032000,3,239,6.6,3011,1,0,224,136.0,1900,16,144.8934,6,2417
1896,3,0,700000,4,155,12.8,3033,2,2,288,116.0,1999,21,144.8731,6,5629
4444,3,0,1275000,0,106,6.5,3071,1,2,517,115.0,1950,6,145.0182,2,8870
3252,3,0,910000,0,67,12.6,3020,2,2,653,650.0,1992,3,144.8423,6,3755
4780,3,0,555500,1,260,18.4,3029,2,1,557,136.0,1971,30,144.69617,6,13830
2807,2,2,376000,1,196,11.2,3073,1,1,104,77.0,1970,6,145.0076,2,21650
5531,4,0,410000,0,28,31.7,3429,2,2,587,164.0,1986,11,144.69961999999998,6,14092
2974,2,0,1125000,1,260,2.6,3121,1,0,103,74.0,1900,31,144.9911,2,14949
4128,3,0,1652500,1,155,3.4,3068,1,0,276,170.0,1904,31,144.9938,2,2954
6309,4,0,950000,0,29,18.0,3095,2,2,651,198.0,1990,-1,145.14437,0,2346
23,2,0,1030000,1,23,2.5,3067,1,1,172,81.0,1930,31,144.9946,2,4019
4462,4,0,2165000,3,85,8.0,3016,2,2,450,190.0,1910,10,144.8985,6,6380
1720,4,0,2160000,1,260,13.7,3188,2,1,577,231.0,1940,1,144.9997,5,5454
5847,2,0,610000,0,193,14.0,3021,1,2,419,135.0,1975,3,144.80348,6,14042
3593,5,0,1815000,1,239,7.0,3013,2,2,644,172.0,1890,16,144.8857,6,6543
5149,3,0,651000,1,90,15.3,3074,1,2,555,135.0,1970,29,145.03204,2,7955
5197,7,0,1642000,1,32,10.4,3125,4,2,765,146.0,1950,28,145.11231999999998,5,5678
1837,3,0,1316000,1,196,13.0,3166,1,2,715,126.0,1949,20,145.0762,5,3145
559,3,0,765000,1,78,10.8,3019,1,1,658,105.0,1960,16,144.8485,6,3589
1138,2,2,855000,1,155,1.6,3066,1,1,2886,122.0,1830,31,144.9845,2,4553
4168,2,2,328000,3,127,12.4,3060,1,1,0,67.0,1970,23,144.9644,2,5070
6284,3,0,510000,1,142,14.7,3030,1,1,614,123.0,1970,-1,144.68345,6,16166
6489,3,0,1190000,3,104,6.3,3013,1,2,515,89.0,1955,-1,144.87725,6,6543
2089,2,0,1475000,1,135,7.4,3144,1,1,232,95.0,2001,26,145.03799999999998,5,4675
362,3,0,1818000,1,73,9.2,3104,1,1,722,90.0,1930,2,145.0829,5,7809
1959,2,0,732000,3,155,4.2,3031,2,1,94,130.0,2002,18,144.9166,2,5263
6133,2,2,565000,1,132,0.0,3000,1,0,89,85.0,2003,18,144.96168,2,17496
135,4,0,2801000,1,135,6.3,3143,2,2,624,222.0,1900,26,145.0173,5,4836
659,1,2,340000,4,32,10.7,3187,1,1,0,57.0,1950,1,145.0228,5,6938
2966,1,2,385000,4,192,2.6,3121,1,1,0,50.0,2005,31,144.9975,2,14949
5767,3,0,1410000,0,106,7.5,3040,2,1,585,198.0,1950,21,144.88932,6,588
6689,4,0,600000,1,257,31.7,3429,2,1,1007,116.0,1980,-1,144.70429,6,14092
188,2,1,865000,3,155,5.9,3032,2,1,146,132.0,2015,21,144.9038,6,6567
3657,2,0,580000,1,155,4.5,3057,1,1,0,65.0,1975,23,144.9765,2,5533
5274,2,1,680000,1,106,8.8,3081,1,1,129,106.0,2013,0,145.05505,0,2947
5670,1,2,370000,1,255,11.4,3204,1,1,2029,54.0,2009,8,145.04183999999998,5,3578
5226,3,2,871000,1,73,14.3,3109,2,2,195,142.0,2010,15,145.15665,0,10999
5928,4,0,891000,1,222,5.1,3011,1,3,446,101.7,1920,16,144.89076,6,7570
4545,2,2,580000,2,250,1.2,3006,1,1,0,70.0,1994,18,144.9667,5,8400
2727,1,2,300000,0,155,8.8,3072,1,1,0,67.0,2005,6,144.9999,2,14577
805,3,1,975000,0,73,11.8,3105,2,2,632,226.0,2013,15,145.102,0,4480
3193,2,2,902000,1,135,6.1,3182,1,0,0,108.0,1920,25,144.9894,5,13240
1075,3,0,1260000,1,106,7.8,3058,2,0,407,230.0,1930,23,144.9579,2,11204
3784,2,2,546500,1,146,10.6,3084,1,1,132,69.0,1972,0,145.0687,0,2890
5219,3,1,420000,1,196,20.6,3064,2,2,219,175.0,2010,11,144.92663000000002,2,15510
4047,2,2,520000,0,260,11.2,3186,1,1,1647,73.0,2004,1,144.9972,5,10579
6791,3,1,1035000,3,140,14.2,3149,2,2,236,138.0,2006,-1,145.12748,0,13366
2151,5,0,1150000,3,23,8.7,3032,3,2,446,286.0,2002,16,144.8763,6,4918
2014,3,2,955000,1,135,5.6,3101,2,2,140,121.0,1980,2,145.0179,5,10331
1397,2,1,805000,1,140,5.8,3078,1,1,140,2.0,2008,6,145.0203,2,2970
473,3,0,1200000,1,260,13.9,3165,1,1,721,120.0,1970,8,145.0665,5,10969
6343,4,0,1567000,1,222,6.2,3015,2,2,409,181.0,1910,-1,144.87966,6,5498
418,3,0,1165000,0,32,13.0,3204,1,2,694,125.0,1950,8,145.0445,5,6795
839,3,0,1540000,1,106,11.7,3125,2,2,653,120.0,1950,28,145.1011,5,5678
3314,4,0,2500000,4,106,11.2,3127,2,2,783,256.0,1920,2,145.0913,5,5457
3602,3,0,796000,1,85,7.0,3013,1,1,464,120.0,1960,16,144.8638,6,6543
2347,4,0,1280000,1,194,8.4,3015,2,1,458,153.0,1930,10,144.879,6,5498
5909,4,0,592500,1,196,20.6,3064,2,2,448,188.0,2011,11,144.91151000000002,2,15510
1226,2,2,591000,1,32,8.5,3185,1,1,815,62.0,2008,8,145.0136,5,4898
3877,3,0,940000,0,32,11.8,3204,1,1,397,124.0,1940,8,145.0291,5,3578
967,2,2,370000,4,227,11.4,3163,1,1,0,68.0,1950,8,145.0639,5,7822
1320,3,0,1467000,1,85,8.0,3040,2,2,188,171.0,1900,21,144.9178,6,9264
4279,1,2,333000,3,23,2.8,3000,1,0,0,41.0,2010,18,144.9582,2,17496
385,3,0,1770000,0,73,9.2,3104,2,1,720,147.0,1955,2,145.0838,5,7809
915,4,0,2520000,1,155,3.2,3054,2,2,504,168.0,1890,31,144.9721,2,3106
532,3,1,750000,1,106,13.1,3128,2,1,150,3.0,2000,28,145.1319,0,4605
3351,3,0,1200000,1,106,13.8,3107,1,2,730,155.0,1960,15,145.1054,0,5420
3197,4,0,1950000,1,260,6.1,3182,2,2,436,211.0,1880,25,144.9887,5,13240
675,1,2,272500,0,243,5.2,3056,1,1,0,40.0,1970,23,144.9647,2,11918
4443,3,0,1346000,1,155,6.5,3071,2,2,349,130.0,1918,6,144.998,2,8870
2221,5,0,1815000,1,106,11.8,3127,1,0,711,207.0,1950,28,145.1134,0,2079
5251,2,1,455000,1,23,5.1,3011,1,1,43,86.0,2010,16,144.88361,6,7570
5587,4,0,995000,1,255,11.7,3148,2,1,402,131.0,1960,20,145.09297,5,3582
3428,4,0,5500000,4,135,4.6,3142,3,2,691,374.0,2000,26,145.02100000000002,5,7217
3938,2,2,640000,1,82,10.4,3163,1,1,1784,110.0,1970,8,145.0453,5,2403
4579,3,0,535000,1,16,14.8,3023,2,2,472,230.0,2005,19,144.76282,6,1686
4073,2,0,1283000,1,106,4.5,3057,1,1,263,109.0,1910,23,144.9742,2,5533
2578,3,0,880000,1,155,9.9,3044,2,2,588,106.0,1960,23,144.9356,2,7485
2406,2,2,606000,1,155,2.3,3051,1,2,0,84.0,2000,18,144.9439,2,6821
6022,3,0,1110000,3,140,7.0,3071,1,0,396,113.0,1930,6,144.98533999999998,2,8870
5344,2,1,575000,1,196,12.0,3073,2,1,151,102.0,2015,6,145.01203999999998,2,21650
2703,2,2,485000,1,155,8.8,3072,1,1,117,73.0,1965,6,145.0118,2,14577
2413,2,2,560000,1,106,2.3,3051,1,1,2300,68.0,1975,18,144.9472,2,6821
2950,3,0,1850000,1,260,2.6,3121,2,1,203,112.0,1900,31,145.0132,2,14949
720,2,0,860000,0,106,5.2,3056,1,1,298,88.0,1910,23,144.9504,2,11918
4505,2,1,960000,4,155,1.8,3053,2,1,0,90.0,1860,18,144.9724,2,6786
3051,2,2,850000,0,111,3.3,3141,2,2,0,86.0,2014,26,144.9944,5,14887
1516,3,1,699000,1,104,6.4,3011,1,1,125,113.0,2000,16,144.8831,6,7570
4354,2,2,645000,1,82,4.5,3181,1,1,2842,84.0,1920,26,144.9943,5,7717
533,3,0,1400000,1,260,13.1,3128,2,1,643,159.0,1940,28,145.1272,0,4605
6646,3,0,985000,1,155,8.9,3084,1,2,528,118.0,1955,-1,145.06933,0,2890
6768,5,0,3450000,0,111,5.4,3101,2,2,668,0.0,2006,-1,145.01474,5,10331
3620,3,0,1450000,1,239,7.0,3013,2,2,542,211.0,2016,16,144.8844,6,6543
5487,5,0,704500,1,196,17.9,3082,3,2,656,130.0,1970,29,145.05123,2,10529
3920,3,0,878000,1,239,8.2,3012,1,1,397,127.0,1960,16,144.8682,6,5058
5869,2,0,1190000,1,23,3.0,3067,2,1,147,175.0,2000,31,145.0001,2,4019
2493,5,0,1100000,0,155,11.5,3046,2,4,783,223.0,1950,23,144.9263,2,2651
4348,2,0,801000,1,85,3.8,3207,2,1,0,90.0,2012,25,144.939,5,8648
3142,2,2,430000,1,255,6.1,3182,1,1,0,71.0,1970,25,144.9851,5,13240
6227,4,0,1375000,1,16,12.4,3108,2,3,652,218.0,1970,-1,145.13598000000002,0,9028
6513,3,0,790000,1,35,17.5,3169,1,2,532,114.0,1975,-1,145.10583,4,2727
4983,4,0,420000,1,212,31.7,3337,2,2,642,199.5,2004,19,144.5864,7,3600
838,3,2,746000,1,32,11.7,3125,1,2,308,92.0,1995,28,145.1065,5,5678
5573,2,2,890000,1,94,10.3,3187,1,2,275,106.0,1970,1,145.02393999999998,5,6938
4668,2,2,365000,4,211,5.0,3182,1,1,881,49.0,1993,25,144.97826,5,13240
860,3,0,1622000,3,161,7.8,3124,1,1,544,160.0,1930,2,145.0581,5,8920
4071,2,2,480000,4,28,5.2,3056,1,1,557,57.0,1960,23,144.951,2,11918
1544,4,0,2538000,1,135,9.2,3146,2,3,630,314.0,2000,2,145.0691,5,10412
5472,3,0,1410000,0,161,5.4,3101,1,1,404,113.0,1930,2,145.04266,5,10331
5471,1,2,390000,3,68,3.4,3031,1,1,0,60.0,2000,18,144.92335,2,5263
417,3,1,1235000,1,32,13.0,3204,2,2,0,160.0,2012,8,145.0478,5,6795
6575,3,0,1390000,1,135,4.6,3181,2,1,125,0.0,2002,-1,145.00296,5,7717
5391,3,0,775000,1,196,25.0,3155,1,2,720,131.0,1970,13,145.25808,0,9704
2707,2,2,530000,1,155,8.8,3072,1,1,106,74.0,1970,6,144.9993,2,14577
4669,4,0,580000,1,194,31.7,3429,2,2,613,221.0,2011,11,144.70068999999998,6,14092
3577,3,0,770000,4,104,7.0,3013,1,2,323,139.0,1960,16,144.8899,6,6543
5138,2,2,890500,3,23,2.4,3121,2,2,180,123.0,1940,31,144.99079,2,14949
275,2,2,410000,0,260,6.6,3183,1,2,0,61.0,1965,25,144.9958,5,2952
625,4,0,1825000,0,32,10.7,3187,3,2,594,594.0,1973,1,145.0118,5,6938
3414,3,0,1570000,3,140,6.5,3071,2,1,377,377.0,1920,6,145.0076,2,8870
5845,2,1,345000,3,90,20.5,3752,1,1,305,131.0,1999,29,145.09261,2,7969
2772,4,0,851000,1,260,11.2,3073,2,2,581,244.0,2006,6,144.9861,2,21650
2281,2,2,470000,4,155,6.9,3039,1,1,0,65.0,2014,21,144.92,6,6232
714,2,2,601000,1,28,5.2,3056,1,1,0,57.0,1970,23,144.9594,2,11918
2041,4,0,1315000,3,155,7.5,3102,2,2,458,200.0,1930,2,145.0472,5,2671
2856,3,0,851000,1,16,11.2,3073,1,1,826,101.0,1960,6,145.0244,2,21650
5592,2,2,560000,1,106,2.0,3066,1,1,0,60.0,1975,31,144.99229,2,4553
5094,2,1,1285000,1,94,13.8,3188,1,1,348,100.0,1992,1,145.00463,5,5454
2725,4,0,760000,0,16,8.8,3072,8,7,1254,280.0,1928,6,144.9895,2,14577
601,4,0,2800000,1,23,11.2,3186,2,4,569,229.0,1910,1,145.0011,5,10579
1321,5,0,2800000,0,155,8.0,3040,4,6,877,378.0,2005,21,144.9002,6,9264
582,3,1,1475000,0,32,11.2,3186,2,2,345,163.0,2000,1,144.9907,5,10579
3296,4,0,657000,1,260,13.5,3020,2,4,651,178.0,1975,3,144.7918,6,6763
3063,2,2,780000,0,251,3.3,3141,1,1,0,75.0,1960,26,144.9899,5,14887
4791,4,0,800001,3,188,12.1,3083,1,2,467,120.0,1970,6,145.02996000000002,2,1414
4234,3,2,630000,3,146,10.5,3081,2,1,0,123.0,2015,0,145.0465,0,2947
5215,2,0,900000,4,106,2.0,3066,1,0,139,78.0,1890,31,144.98873,2,4553
2057,3,0,695000,1,31,9.2,3012,1,2,214,146.0,2007,16,144.8661,6,3873
211,3,0,1670000,1,106,11.0,3147,2,2,599,220.0,1930,2,145.0688,5,3052
3967,2,1,650000,3,85,9.1,3015,2,1,151,102.0,2011,10,144.8671,6,984
4457,4,0,970000,0,23,8.2,3012,1,2,528,143.0,1940,16,144.8647,6,5058
301,2,2,635000,1,73,9.7,3103,1,1,0,70.0,2014,2,145.0724,5,5682
6035,3,0,850000,1,104,6.4,3012,1,2,269,111.0,1910,16,144.87911,6,5058
354,5,0,2200000,4,161,9.2,3104,3,2,900,355.0,1955,2,145.0677,5,7809
4792,3,0,521000,1,196,16.3,3075,1,2,589,100.0,1975,29,145.03698,2,8279
4941,4,0,680000,1,90,19.6,3076,2,2,656,166.0,1980,29,145.05577,2,10926
5709,4,0,980000,1,260,17.2,3133,2,0,539,192.0,1978,28,145.21264,0,4181
1832,2,0,725000,1,92,9.4,3081,1,3,632,77.0,1960,0,145.0462,0,2674
1836,3,0,1340000,1,196,13.0,3166,1,1,705,128.0,1920,20,145.0816,5,3145
4465,2,2,543000,1,251,8.0,3016,1,1,0,78.0,1974,10,144.8981,6,6380
1920,3,0,570000,3,87,12.8,3033,1,2,542,120.0,1970,21,144.8553,6,5629
6439,3,0,370000,1,257,17.4,3048,1,1,784,95.0,1978,-1,144.91191,2,4704
2266,4,0,1345000,3,28,6.9,3039,2,2,313,193.0,1910,21,144.9288,6,6232
5173,3,0,1590000,1,106,9.7,3104,1,1,697,128.0,1955,2,145.07477,5,7809
866,3,0,2250000,1,164,7.8,3124,2,2,656,225.0,2009,2,145.0824,5,8920
4144,3,1,720000,0,35,7.8,3058,2,2,531,112.0,2016,23,144.9571,2,11204
948,2,0,817500,1,106,11.4,3163,1,1,211,102.0,2002,8,145.0599,5,7822
6470,4,0,665000,1,67,10.5,3020,2,3,600,183.0,1975,-1,144.83375,6,4217
1014,3,0,650000,0,260,13.6,3148,2,2,160,101.0,2000,20,145.0934,5,3582
959,3,0,1360000,1,255,11.4,3163,2,2,282,182.0,2010,8,145.0567,5,7822
2202,2,2,360000,4,63,2.8,3000,1,1,1136,69.0,2009,18,144.9559,2,17496
3367,3,2,725000,1,16,13.8,3107,1,1,465,105.0,1975,15,145.1185,0,5420
4915,1,2,312000,1,106,5.2,3055,1,1,406,40.0,1970,23,144.94226,2,7082
6419,3,0,1275000,1,260,16.7,3150,2,2,714,164.0,1973,-1,145.19011,0,15321
3517,2,1,830000,3,85,8.0,3016,1,1,84,110.0,1980,10,144.9015,6,6380
1178,4,0,1468000,1,196,13.9,3108,2,2,806,170.0,1975,15,145.1392,0,9028
4103,4,0,3550000,1,135,7.8,3124,2,1,790,251.0,1890,2,145.0661,5,8920
3191,2,2,565000,4,70,6.1,3182,2,1,0,76.0,2013,25,144.9844,5,13240
740,3,1,705000,0,155,5.2,3056,1,1,55,111.0,2012,23,144.9622,2,11918
6296,3,0,875000,4,155,5.2,3055,1,1,275,106.0,1910,-1,144.94829,2,7082
3523,2,2,513500,1,192,8.0,3016,1,1,0,72.0,1980,10,144.8981,6,6380
2468,2,0,1211000,1,106,5.5,3070,1,1,178,100.0,1900,6,144.9922,2,11364
5588,4,0,1200000,0,16,17.9,3192,2,4,679,190.0,1960,1,145.04275,5,9758
2186,2,2,665000,1,188,2.8,3000,1,1,0,80.0,2004,18,144.9646,2,17496
3776,2,2,655250,3,135,7.5,3123,1,1,1153,69.0,1970,2,145.0528,5,6482
2588,3,0,599000,3,196,9.9,3044,1,1,534,100.0,1950,23,144.951,2,7485
323,3,0,1750000,4,106,9.7,3103,2,3,613,193.0,1943,2,145.0688,5,5682
82,4,0,1900000,3,140,6.4,3078,2,2,556,272.0,1930,31,145.0225,2,2211
6572,3,0,1218000,1,196,15.4,3131,1,1,757,125.0,1953,-1,145.16752,0,4973
6511,3,0,1230000,1,32,17.9,3192,1,1,584,133.0,1960,-1,145.06658000000002,5,9758
355,3,0,1700000,4,73,9.2,3104,2,3,763,168.0,1960,2,145.0865,5,7809
4925,4,0,600000,1,196,20.6,3064,2,2,560,196.1,2007,11,144.91439,2,15510
692,3,1,955000,1,155,5.2,3056,2,2,327,110.0,2007,23,144.9559,2,11918
513,3,2,790000,1,260,13.9,3165,1,2,406,100.0,1996,8,145.0737,5,10969
1733,1,2,348000,1,255,4.6,3122,1,1,0,53.0,1950,2,145.0341,5,11308
3246,4,0,930000,1,104,12.6,3020,2,2,504,174.0,2005,3,144.8325,6,3755
3006,3,0,880000,3,104,6.6,3011,1,0,216,125.0,1890,16,144.8941,6,2417
4719,2,2,650000,4,140,8.7,3162,2,1,0,99.0,2010,8,145.03364,5,2379
1357,2,2,736000,1,155,8.0,3040,1,1,0,106.0,1940,21,144.8974,6,9264
2937,3,0,1456000,1,106,2.6,3121,2,1,157,141.0,1900,31,145.0029,2,14949
4962,3,0,601000,1,191,32.3,3803,2,4,604,167.87,1995,5,145.2729,4,3728
471,4,1,1005000,3,255,13.9,3165,2,2,296,205.0,2006,8,145.05700000000002,5,10969
4720,1,2,350000,0,260,7.8,3161,1,1,0,53.3,1960,8,145.02576000000002,5,6923
1063,3,0,1130000,3,197,7.8,3058,1,2,735,127.0,1920,23,144.9623,2,11204
5540,3,0,610000,1,90,15.3,3074,1,2,544,131.0,1970,29,145.0029,2,7955
4757,3,0,452000,3,196,36.9,3200,1,0,624,114.0,1962,7,145.14973,1,2500
2890,3,0,1150000,4,106,2.6,3121,1,0,176,92.0,1900,31,145.0042,2,14949
2053,2,2,335000,3,23,9.2,3012,1,1,0,70.0,2009,16,144.8723,6,3873
6333,3,0,1510000,0,135,5.9,3144,1,0,228,156.0,1900,-1,145.03217,5,4675
5180,4,0,667000,1,35,35.2,3806,2,2,792,180.0,1977,5,145.33438999999998,1,17093
4345,5,0,958000,1,155,9.9,3044,2,2,706,166.0,1950,23,144.9281,2,7485
1004,3,0,1200000,1,260,9.3,3162,2,2,494,135.0,1920,8,145.0322,5,5051
1758,4,2,1650000,4,111,4.6,3122,2,3,207,180.0,2002,2,145.0243,5,11308
6574,2,1,585500,1,155,8.5,3044,1,1,100,105.0,2012,-1,144.9474,2,7485
6567,3,0,547000,1,196,25.9,3754,2,2,410,135.0,2012,-1,145.08876999999998,2,5812
6431,3,0,626000,1,194,14.0,3047,1,2,622,87.0,1960,-1,144.9116,2,851
2166,4,0,1048700,3,28,8.7,3032,2,2,452,245.0,1999,16,144.877,6,4918
5861,2,0,335000,1,85,14.7,3030,1,1,190,113.0,1980,30,144.67008,6,16166
1574,5,0,2352500,0,135,9.2,3146,3,2,642,336.0,1930,2,145.0656,5,10412
4605,3,0,1852000,1,106,3.6,3068,2,1,138,125.0,1900,31,144.97966,2,6244
139,1,2,440000,3,106,6.3,3143,1,1,0,53.0,1970,26,145.0115,5,4836
1879,4,0,1460000,1,146,7.9,3079,1,2,605,181.0,1940,0,145.0467,0,5549
6240,4,0,1905000,1,70,38.0,3199,2,2,1471,180.0,1960,-1,145.10884,4,7566
1996,4,0,1312000,0,192,5.6,3101,2,1,687,180.0,1955,2,145.0529,5,10331
4023,4,0,1725000,0,135,9.2,3104,3,2,627,213.0,1970,2,145.0945,5,7809
236,3,0,1650000,1,135,11.0,3147,1,1,697,164.0,1947,2,145.0903,5,3052
2174,3,0,907000,1,194,8.7,3032,1,2,678,124.0,1950,16,144.8935,6,4918
2470,3,0,1000000,4,155,5.5,3070,1,1,440,131.0,1930,6,145.0118,2,11364
3580,2,1,650000,4,104,7.0,3013,1,1,0,2.0,1980,16,144.8955,6,6543
2394,2,1,841000,1,106,2.3,3051,1,1,215,0.0,2000,18,144.9437,2,6821
2440,3,0,1190000,1,155,5.5,3070,1,1,445,125.0,1920,6,145.0123,2,11364
2268,2,0,849000,1,28,6.9,3039,1,1,345,95.0,1930,21,144.9335,6,6232
1314,4,0,1670000,1,155,8.0,3040,2,1,291,183.0,1920,21,144.9325,6,9264
4862,3,0,1350000,1,106,15.5,3106,2,2,809,188.0,1975,15,145.12826,0,6202
913,4,0,2718000,1,196,3.2,3054,2,0,538,142.0,2015,31,144.9714,2,3106
4210,3,0,935000,1,221,13.0,3046,1,2,666,176.0,1960,23,144.9191,2,8870
372,2,0,685000,3,106,9.2,3104,1,1,177,85.0,1975,2,145.0679,5,7809
5403,1,2,290000,4,63,4.0,3057,1,0,197,41.0,2012,23,144.97187,2,5533
5853,2,2,1140000,1,135,4.1,3142,2,2,586,119.0,1990,26,145.02355,5,7217
4343,3,1,560000,1,155,9.9,3044,2,1,141,94.0,2009,23,144.9328,2,7485
1991,2,2,672000,1,192,5.6,3101,1,1,0,77.0,1966,2,145.0545,5,10331
309,2,2,625000,0,106,9.7,3103,1,1,115,104.0,1960,2,145.0879,5,5682
6171,2,2,600000,4,260,5.0,3182,1,1,0,82.0,1930,25,144.97899999999998,5,13240
3522,3,0,1010000,1,194,8.0,3016,2,2,418,204.0,1995,10,144.8767,6,6380
2627,2,2,655000,1,41,3.8,3207,1,1,0,86.0,2006,25,144.939,5,8648
2207,4,0,3120000,1,135,4.1,3206,2,1,182,100.0,1900,25,144.9663,5,2019
5533,3,0,830500,1,67,10.5,3020,1,2,508,111.0,1950,3,144.83648,6,3755
3333,2,2,600000,0,161,11.2,3127,1,1,101,105.0,1975,2,145.0962,5,5457
5961,3,2,420000,1,257,17.4,3048,1,1,658,94.0,1990,11,144.92526999999998,2,4704
4836,3,1,642500,1,16,12.0,3073,2,2,160,140.0,2010,6,145.01067,2,21650
1632,4,0,1217500,1,16,13.0,3046,3,2,693,192.0,2014,23,144.9275,2,8870
4544,2,2,580000,4,132,1.2,3006,1,1,0,79.0,1995,18,144.9685,5,8400
5424,4,0,1120000,1,16,23.0,3136,2,2,864,228.0,2008,17,145.28581,0,11925
2786,3,0,650000,0,196,11.2,3073,1,1,700,98.0,1950,6,145.02200000000002,2,21650
3590,4,0,706000,1,104,7.0,3013,1,0,165,93.0,1900,16,144.895,6,6543
5712,4,0,1276000,1,104,6.4,3012,2,1,323,130.0,1945,16,144.87412,6,5058
786,2,2,370000,4,155,5.9,3055,1,1,0,65.0,1970,23,144.9443,2,7082
317,4,0,3290000,1,106,9.7,3103,3,2,1007,350.0,1910,2,145.0995,5,5682
414,3,0,1095000,1,32,13.0,3204,2,1,581,170.0,1965,8,145.0495,5,6795
217,3,0,1518000,1,106,11.0,3147,2,2,516,145.0,1920,2,145.0668,5,3052
1721,4,0,2250000,1,32,13.7,3188,2,2,647,260.0,1925,1,145.0104,5,5454
4196,3,0,1601000,1,135,9.2,3146,1,2,453,102.0,1930,2,145.0592,5,10412
4260,3,0,1190000,3,239,7.8,3012,1,1,276,105.0,1925,16,144.8828,6,1808
1937,2,2,420000,3,155,4.2,3031,1,1,0,80.0,2002,18,144.9231,2,5263
5690,4,0,1800000,4,85,1.9,3205,3,1,153,93.0,1900,25,144.94963,5,5943
3760,3,0,1420000,0,135,7.5,3123,1,2,362,130.0,1910,2,145.0504,5,6482
4102,3,0,1620000,1,106,7.8,3124,2,2,575,155.0,2000,2,145.0909,5,8920
3541,2,2,367500,1,222,8.9,3016,1,1,0,61.0,1970,10,144.8841,6,802
5700,5,0,2400000,4,73,10.2,3127,3,2,593,309.0,2016,28,145.10877,5,5457
6014,3,0,520000,1,16,18.0,3037,2,2,389,161.0,2005,19,144.76031,6,4242
3155,1,2,400000,4,82,6.1,3182,1,1,0,53.0,1998,25,144.9769,5,13240
6508,5,0,2450000,0,82,8.7,3162,4,2,554,312.0,2017,-1,145.01657,5,5051
4401,3,2,680000,4,85,2.1,3205,2,2,0,110.87,2003,25,144.9686,5,5943
6629,4,0,990000,1,152,21.8,3089,3,2,1001,315.0,2012,-1,145.159,3,4258
4385,3,2,790000,3,23,2.6,3121,1,1,0,90.0,1999,31,144.997,2,14949
6101,4,0,890000,1,196,24.8,3156,2,2,659,177.0,1992,13,145.27879,0,10788
131,1,0,1435000,3,106,6.3,3143,2,1,144,107.0,1900,26,145.0228,5,4836
5798,3,0,930000,1,104,6.4,3012,1,4,545,116.0,1940,16,144.87346000000002,6,3873
2037,4,0,1315000,3,155,7.5,3102,2,2,458,200.0,1930,2,145.0472,5,2671
609,4,0,3050000,3,32,11.2,3186,4,2,578,319.0,1995,1,145.0008,5,10579
3100,1,2,280000,0,135,3.3,3141,1,0,0,35.0,1910,26,144.997,5,14887
4061,3,0,1115000,1,37,5.2,3056,1,1,249,116.0,1925,23,144.9664,2,11918
2301,3,0,901000,1,163,14.6,3189,2,3,558,133.0,1955,12,145.0522,5,2555
2679,2,0,1305000,1,106,4.5,3181,1,1,131,79.0,1900,26,144.9988,5,7717
4569,3,0,1275000,4,73,9.7,3104,2,2,226,127.0,1965,2,145.08192,5,7809
4095,3,0,1590000,3,106,11.7,3125,2,4,862,179.3,1950,20,145.0979,5,5678
3310,4,0,2128000,1,73,11.2,3127,3,2,771,312.0,2000,2,145.0969,5,5457
4145,3,1,720000,0,42,7.8,3058,2,2,531,112.0,2016,23,144.9571,2,11204
1391,2,2,400000,4,155,5.8,3078,1,1,0,68.0,1970,6,145.0195,2,2970
1927,3,0,680000,1,155,12.8,3033,1,2,558,105.0,1980,21,144.8646,6,5629
6488,3,0,1425000,1,106,4.6,3181,1,1,188,150.0,1907,-1,144.98485,5,4380
